prompt,pruning_level,retrieved_concept,retrieved_img_path,correct,top1_similarity
Lemon,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_239.JPEG,False,0.05265034735202789
Banana,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_239.JPEG,False,0.051630131900310516
German Shepherd,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_170.JPEG,False,0.04389850050210953
Tabby Cat,0.675,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_116.JPEG,False,0.04441384598612785
Chimpanzee,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_16.JPEG,False,0.045942649245262146
King Penguin,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_16.JPEG,False,0.044413208961486816
American Alligator,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_170.JPEG,False,0.044620148837566376
Bullfrog,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_170.JPEG,False,0.043907955288887024
Goldfish,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_16.JPEG,False,0.04705340415239334
Monarch Butterfly,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_170.JPEG,False,0.04484516382217407
Lemon,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_16.JPEG,True,0.04489605128765106
Banana,0.675,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_170.JPEG,False,0.043643608689308167
German Shepherd,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,False,0.03195202723145485
Tabby Cat,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,False,0.031003840267658234
Chimpanzee,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,False,0.03303983062505722
King Penguin,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,False,0.031848758459091187
American Alligator,0.7,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_136.JPEG,False,0.03254120051860809
Bullfrog,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,False,0.031973905861377716
Goldfish,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,False,0.03380677103996277
Monarch Butterfly,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,False,0.033415667712688446
Lemon,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,True,0.03235189616680145
Banana,0.7,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_111.JPEG,False,0.03154272586107254
